Set,Profile,Konclude_status,More_status,Hermit_status,Fact++_status,TrOWL_status,JFact_status,Konclude_RT,More_RT,Hermit_RT,Fact++_RT,TrOWL_RT,JFact_RT
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,234,1421,1576,1010,1004,8781
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,67,1134,1047,280,475,1647
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,239,1138,1214,383,455,1814
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,4,370,218,35,72,221
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,4,270,238,20,40,125
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,38,479,356,73,127,406
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,10,501,383,77,94,581
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,2673,3053,3749,28926,1077,54752
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,1,471,237,20,27,110
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,3,280,89,21,34,117
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,7,288,102,31,44,174
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,12,282,101,22,41,115
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,28,438,289,55,76,367
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,7,428,305,61,80,364
Test,EL,Correct,Correct,Correct,Correct,Correct,Timeout,952,2635,10786,0,8614,0
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,108,1129,1266,340,604,2703
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,18,608,544,139,145,685
